Department of Water and Sanitation          SAFMAXLEVELFLOW Output 2026/08/09 01:20

Monthly Maximum Values  ordered by  DATE

W1H004   Mlalazi River @ Eshowe

Hydro,,MAX,MAX,MAX
Year,Date,Time,Level (m),Flow (cumec)
    ,19970130, 15:30,  0.065,    0.086,
    ,19970208, 06:42,  0.180,    0.498,
    ,19970308, 02:30,  0.146,    0.287,
    ,19970410, 18:12,  0.172,    0.440,
    ,19970511, 05:18,  0.069,    0.094,
    ,19970630, 23:59,  0.128,    0.236,
    ,19970701, 07:54,  0.149,    0.296,
    ,19970807, 06:18,  0.099,    0.161,
    ,19970913, 04:54,  0.052,    0.061,
1998,19971015, 23:42,  0.218,    0.823,
    ,19971130, 01:12,  0.360,    2.732,
    ,19971201, 00:00,  0.247,    1.129,
    ,19980110, 04:24,  0.204,    0.694,
    ,19980216, 22:06,  0.422,    3.903,
    ,19980303, 13:00,  0.099,    0.161,
    ,19980416, 10:30,  0.123,    0.223,
    ,19980501, 00:00,  0.011,    0.004,
    ,19980627, 15:42,  0.017,    0.009,
    ,19980710, 08:00,  0.058,    0.072,
    ,19980823, 16:00,  0.099,    0.161,
    ,19980912, 08:12,  0.085,    0.129,
1999,19981012, 18:48,  0.022,    0.015,
    ,19981106, 14:24,  0.016,    0.008,
    ,19981210, 23:12,  0.027,    0.021,
    ,19990130, 06:00,  0.450,    4.499,
    ,19990205, 14:24,  0.331,    2.254,
    ,19990301, 00:24,  0.044,    0.047,
    ,19990417, 13:36,  0.110,    0.189,
    ,19990516, 18:36,  0.010,    0.003,
    ,19990628, 11:36,  0.124,    0.225,
    ,19990725, 13:12,  0.047,    0.052,
    ,19990824, 00:24,  0.015,    0.007,
    ,19990902, 10:48,  0.095,    0.152,
2000,19991026, 22:12,  0.140,    0.270,
    ,19991118, 10:00,  0.015,    0.007,
    ,19991227, 13:48,  0.259,    1.262,
    ,20000117, 11:48,  0.464,    4.813,
    ,20000212, 03:48,  0.202,    0.677,
    ,20000307, 16:00,  0.329,    2.222,
    ,20000406, 23:36,  0.262,    1.298,
    ,20000504, 02:12,  0.157,    0.340,
    ,20000603, 07:00,  0.078,    0.113,
    ,20000702, 07:00,  0.034,    0.031,
    ,20000831, 23:59,  0.002,    0.001,
    ,20000920, 23:00,  0.011,    0.004,
2001,20001025, 22:24,  0.016,    0.008,
    ,20001119, 23:12,  0.725,   15.146,
    ,20001212, 00:24,  0.458,    4.677,
    ,20010102, 12:12,  0.496,    5.597,
    ,20010214, 15:12,  0.233,    0.973,
    ,20010319, 12:24,  0.095,    0.152,
    ,20010406, 05:24,  0.070,    0.096,
    ,20010506, 19:24,  0.064,    0.084,
    ,20010625, 08:36,  0.098,    0.159,
    ,20010727, 09:48,  0.055,    0.067,
    ,20010813, 10:00,  0.099,    0.161,
    ,20010913, 13:12,  0.062,    0.080,
2002,20011021, 23:36,  0.179,    0.491,
    ,20011125, 16:48,  0.194,    0.609,
    ,20011220, 04:12,  0.377,    3.032,
    ,20020126, 11:24,  0.189,    0.568,
    ,20020208, 02:48,  0.185,    0.536,
    ,20020304, 10:00,  0.187,    0.552,
    ,20020417, 14:00,  0.156,    0.334,
    ,20020507, 09:12,  0.112,    0.194,
    ,20020614, 09:48,  0.011,    0.004,
    ,20020720, 03:00,  1.039,   39.006,
    ,20020805, 15:24,  0.174,    0.454,
    ,20020906, 13:00,  0.157,    0.340,
2003,20021030, 15:00,  0.167,    0.405,
    ,20021114, 22:12,  0.177,    0.476,
    ,20021217, 08:12,  0.064,    0.084,
    ,20030118, 11:16,  0.066,    0.088,
    ,20030220, 17:52,  0.143,    0.278,
    ,20030324, 16:28,  0.021,    0.014,
    ,20030411, 07:52,  0.141,    0.273,
    ,20030509, 06:52,  0.198,    0.642,
    ,20030612, 06:50,  0.132,    0.247,
    ,20030710, 08:48,  0.043,    0.045,
    ,20030814, 07:22,  0.193,    0.600,
    ,20030908, 16:57,  0.044,    0.047,
2004,20031009, 16:31,  0.148,    0.293,
    ,20031116, 14:53,  0.055,    0.067,
    ,20031205, 13:39,  0.051,    0.059,
    ,20040128, 14:00,  0.053,    0.063,
    ,20040211, 14:38,  0.057,    0.070,
    ,20040318, 14:22,  0.037,    0.036,
    ,20040409, 15:14,  0.024,    0.017,
    ,20040506, 15:14,  0.010,    0.003,
    ,20040620, 16:49, -0.014,    0.000,
    ,20040728, 12:36,  0.024,    0.017,
    ,20040804, 15:11,  0.045,    0.048,
    ,20040922, 15:14,  0.093,    0.147,
2005,20041029, 13:51,  0.077,    0.111,
    ,20041125, 13:30,  0.070,    0.096,
    ,20041217, 12:20,  0.062,    0.080,
    ,20050131, 15:58,  0.049,    0.055,
    ,20050220, 04:16,  0.074,    0.105,
    ,20050301, 19:25,  0.120,    0.215,
    ,20050418, 16:47,  0.080,    0.118,
    ,20050513, 17:09,  0.055,    0.067,
    ,20050623, 19:21,  0.021,    0.014,
    ,20050727, 17:10, -0.003,    0.000,
    ,20050810, 13:30, -0.016,    0.000,
    ,20050909, 16:45, -0.006,    0.000,
2006,20051024, 15:55,  0.061,    0.078,
    ,20051101, 16:33,  0.070,    0.096,
    ,20051205, 17:25,  0.071,    0.099,
    ,20060118, 15:09,  0.073,    0.103,
    ,20060222, 05:36,  0.650,   11.371,
    ,20060301, 00:00,  0.201,    0.668,
    ,20060424, 08:17,  0.220,    0.842,
    ,20060501, 19:15,  0.197,    0.634,
    ,20060603, 20:10,  0.031,    0.027,
    ,20060723, 12:48,  0.039,    0.039,
    ,20060816, 03:00,  0.145,    0.284,
    ,20060927, 05:00,  0.167,    0.405,
2007,20061018, 08:48,  0.103,    0.171,
    ,20061114, 03:00,  0.227,    0.912,
    ,20061221, 23:36,  0.500,    5.716,
    ,20070131, 05:12,  0.230,    0.942,
    ,20070201, 00:00,  0.170,    0.426,
    ,20070326, 07:36,  0.100,    0.164,
    ,20070418, 14:12,  0.052,    0.061,
    ,20070508, 08:24,  0.057,    0.070,
    ,20070607, 18:12,  0.121,    0.217,
    ,20070722, 01:24,  0.017,    0.009,
    ,20070810, 09:48,  0.077,    0.111,
    ,20070924, 21:36,  0.018,    0.010,
2008,20071009, 03:48,  0.060,    0.076,
    ,20071115, 18:12,  0.050,    0.057,
    ,20071227, 07:48,  0.077,    0.111,
    ,20080114, 06:12,  0.069,    0.094,
    ,20080208, 07:12,  0.055,    0.067,
    ,20080302, 02:24,  0.099,    0.161,
    ,20080421, 10:36,  0.045,    0.048,
    ,20080514, 05:36,  0.086,    0.131,
    ,20080624, 05:00,  0.046,    0.050,
    ,20080721, 07:36,  0.078,    0.113,
    ,20080805, 07:48,  0.028,    0.023,
    ,20080921, 07:24,  0.045,    0.048,
2009,20081029, 22:48,  0.033,    0.030,
    ,20081126, 06:24,  0.025,    0.019,
    ,20081202, 21:24,  0.032,    0.028,
    ,20090128, 15:36,  0.062,    0.080,
    ,20090228, 18:48,  0.217,    0.813,
    ,20090301, 00:00,  0.123,    0.223,
    ,20090426, 16:36,  0.096,    0.154,
    ,20090505, 01:00,  0.043,    0.045,
    ,20090608, 09:48,  0.015,    0.007,
    ,20090715, 17:24,  0.015,    0.007,
    ,20090803, 04:24,  0.052,    0.061,
    ,20090903, 17:48,  0.013,    0.005,
2010,20091012, 22:24,  0.039,    0.039,
    ,20091119, 15:36,  0.073,    0.103,
    ,20091203, 19:00,  0.078,    0.113,
    ,20100123, 04:36,  0.279,    1.510,
    ,20100228, 03:00,  0.152,    0.310,
    ,20100301, 00:00,  0.121,    0.217,
    ,20100405, 08:36,  0.214,    0.785,
    ,20100530, 06:34,  0.098,    0.159,
    ,20100629, 18:12,  0.026,    0.020,
    ,20100719, 09:24,  0.086,    0.131,
    ,20100801, 00:00,  0.020,    0.013,
    ,20100922, 05:00,  0.024,    0.017,
2011,20101024, 19:00,  0.032,    0.028,
    ,20101110, 17:00,  0.092,    0.145,
    ,20101219, 17:24,  0.112,    0.194,
    ,20110128, 21:00,  0.174,    0.454,
    ,20110220, 18:36,  0.127,    0.233,
    ,20110310, 14:24,  0.032,    0.028,
    ,20110414, 13:48,  0.040,    0.040,
    ,20110514, 00:00,  0.026,    0.020,
    ,20110608, 02:15,  0.017,    0.009,
    ,20110727, 03:36,  0.018,    0.010,
    ,20110817, 01:24,  0.125,    0.228,
    ,20110904, 12:36,  0.010,    0.003,
2012,20111019, 14:24,  0.061,    0.078,
    ,20111119, 06:48,  0.650,   11.371,
    ,20111214, 21:00,  0.527,    6.560,
    ,20120101, 00:48,  0.399,    3.445,
    ,20120212, 14:24,  0.096,    0.154,
    ,20120304, 13:00,  0.322,    2.114,
    ,20120418, 13:48,  0.022,    0.015,
    ,20120503, 18:48,  0.014,    0.006,
    ,20120623, 22:00,  0.039,    0.039,
    ,20120714, 19:00,  0.015,    0.007,
    ,20120823, 12:24,  0.017,    0.009,
    ,20120928, 18:00,  0.044,    0.047,
2013,20121030, 04:12,  0.300,    1.793,
    ,20121101, 00:00,  0.200,    0.659,
    ,20121225, 20:12,  0.473,    5.020,
    ,20130120, 03:36,  0.423,    3.924,
    ,20130201, 00:00,  0.252,    1.181,
    ,20130326, 11:12,  0.564,    7.837,
    ,20130404, 05:12,  0.124,    0.225,
    ,20130503, 16:00,  0.030,    0.025,
    ,20130627, 23:36,  0.021,    0.014,
    ,20130722, 11:48,  0.029,    0.024,
    ,20130831, 23:59,  0.113,    0.196,
    ,20130901, 13:48,  0.125,    0.228,
2014,20131031, 18:36,  0.052,    0.061,
    ,20131112, 18:48,  0.064,    0.084,
    ,20131211, 04:12,  0.076,    0.109,
    ,20140112, 22:48,  0.051,    0.059,
    ,20140205, 22:24,  0.036,    0.034,
    ,20140310, 02:36,  0.080,    0.118,
    ,20140401, 19:36,  0.025,    0.019,
    ,20140530, 02:24,  0.021,    0.014,
    ,20140605, 16:48,  0.024,    0.017,
    ,20140706, 04:48,  0.011,    0.004,
    ,20140808, 18:00,  0.016,    0.008,
    ,20140902, 09:12, -0.016,    0.000,
2015,20141016, 16:24,  0.093,    0.147,
    ,20141109, 17:48,  0.025,    0.019,
    ,20141221, 19:48,  0.052,    0.061,
    ,20150105, 20:24,  0.053,    0.063,
    ,20150227, 22:48,  0.066,    0.088,
    ,20150323, 19:00,  0.045,    0.048,
    ,20150404, 21:24,  0.034,    0.031,
    ,20150501, 00:00,  0.015,    0.007,
    ,20150601, 02:36, -0.057,    0.000,
    ,20150722, 07:12,  0.036,    0.034,$
    ,20150819, 07:27,  0.015,    0.007,$
    ,20150901, 00:00,  0.013,    0.005,<
2016,20151001, 00:00,  0.005,    0.002,<
    ,20151101, 00:00,  0.000,    0.000,<
    ,20151201, 00:00,  0.000,    0.000,<
    ,20160101, 00:00,  0.000,    0.000,<
    ,20160229, 23:59,  0.010,    0.006,<
    ,20160315, 09:30,  0.020,    0.013,<
    ,20160401, 00:00,  0.011,    0.006,$
    ,20160501, 00:00,  0.005,    0.002,$
    ,20160630, 23:59,  0.004,    0.001,$
    ,20160731, 23:59,  0.015,    0.007,<
    ,20160802, 07:26,  0.015,    0.007,M
    ,20160901, 00:00,       ,         ,M
2017,20161025, 12:12,  0.005,    0.002,M
    ,20161111, 22:12,  0.005,    0.002,
    ,20161210, 23:48,  0.003,    0.001,
    ,20170127, 23:24,  0.030,    0.025,
    ,20170222, 13:24,  0.038,    0.037,
    ,20170311, 03:24,  0.027,    0.021,
    ,20170408, 02:24,  0.014,    0.006,
    ,20170516, 06:24,  0.417,    3.801,
    ,20170601, 00:24,  0.064,    0.084,
    ,20170707, 13:24,  0.019,    0.011,
    ,20170827, 09:24,  0.013,    0.005,
    ,20170916, 15:36,  0.016,    0.008,
2018,20171009, 19:00,  0.014,    0.006,
    ,20171126, 12:00,  0.148,    0.293,
    ,20171219, 21:36,  0.176,    0.468,
    ,20180110, 14:12,  0.065,    0.086,
    ,20180202, 19:36,  0.093,    0.147,
    ,20180324, 23:48,  0.096,    0.154,
    ,20180415, 20:12,  0.074,    0.105,
    ,20180516, 11:00,  1.082,   43.400,
    ,20180601, 03:36,  0.136,    0.258,
    ,20180711, 05:12,  0.068,    0.092,
    ,20180819, 00:48,  0.127,    0.233,
    ,20180913, 20:24,  0.046,    0.050,
2019,20181003, 18:00,  0.025,    0.019,M
    ,20181111, 03:00,  0.022,    0.015,M
    ,20181208, 10:00,  0.294,    1.709,
    ,20190116, 12:36,  0.177,    0.476,
    ,20190212, 17:36,  0.134,    0.253,
    ,20190313, 01:24,  0.087,    0.133,
    ,20190401, 20:48,  0.016,    0.008,
    ,20190518, 03:24,  0.014,    0.006,
    ,20190603, 08:24,  0.031,    0.027,
    ,20190704, 12:24,  0.016,    0.008,
    ,20190810, 00:00,  0.015,    0.007,
    ,20190905, 19:48,  0.023,    0.016,
2020,20191009, 23:48,  0.056,    0.069,
    ,20191111, 23:48,  0.048,    0.054,
    ,20191224, 11:12,  0.158,    0.347,
    ,20200112, 23:48,  0.051,    0.059,
    ,20200229, 04:00,  0.315,    2.009,
    ,20200324, 00:12,  0.463,    4.790,
    ,20200415, 09:00,  0.190,    0.576,
    ,20200501, 00:00,  0.085,    0.129,
    ,20200619, 20:48,  0.107,    0.181,
    ,20200706, 12:24,  0.020,    0.013,
    ,20200830, 08:36,  0.018,    0.010,
    ,20200928, 01:48,  0.021,    0.014,
2021,20201005, 08:00,  0.172,    0.440,
    ,20201102, 00:48,  0.034,    0.031,
    ,20201230, 09:24,  0.027,    0.021,
    ,20210128, 20:24,  0.196,    0.625,
    ,20210216, 10:36,  0.232,    0.963,
    ,20210326, 11:00,  0.405,    3.562,
    ,20210402, 04:36,  0.098,    0.159,
    ,20210501, 10:24,  0.079,    0.115,
    ,20210603, 13:24,  0.026,    0.020,
    ,20210705, 01:12,  0.020,    0.013,
    ,20210828, 13:48,  0.027,    0.021,
    ,20210927, 03:24,  0.081,    0.120,
2022,20211031, 00:36,  0.088,    0.135,
    ,20211102, 05:12,  0.091,    0.142,
    ,20211208, 05:00,  0.119,    0.212,
    ,20220129, 15:12,  0.247,    1.124,
    ,20220206, 11:00,  0.203,    0.685,
    ,20220317, 22:00,  0.110,    0.189,
    ,20220412, 02:36,  0.698,   13.709,
    ,20220523, 11:12,  0.331,    2.254,
    ,20220606, 23:36,  0.108,    0.183,
    ,20220711, 07:36,  0.067,    0.090,
    ,20220809, 17:36,  0.042,    0.043,
    ,20220920, 17:48,  0.020,    0.013,
2023,20221031, 19:24,  0.020,    0.013,
    ,20221128, 02:48,  0.117,    0.207,
    ,20221230, 15:24,  0.252,    1.181,
    ,20230126, 07:00,  0.259,    1.262,
    ,20230218, 22:36,  0.365,    2.818,
    ,20230313, 01:24,  0.301,    1.807,
    ,20230404, 23:24,  0.133,    0.250,
    ,20230520, 05:48,  0.186,    0.544,
    ,20230601, 04:00,  0.067,    0.090,
    ,20230711, 14:12,  0.081,    0.120,
    ,20230816, 11:48,  0.031,    0.027,Q
    ,20230924, 19:24,  0.032,    0.028,Q
2024,20231017, 03:00,  0.670,   12.312,Q
    ,20231101, 01:12,  0.248,    1.135,Q
    ,20231231, 20:36,  0.977,   33.177,Q
    ,20240114, 02:48,  0.705,   14.073,Q
    ,20240201, 08:00,  0.162,    0.372,Q
    ,20240321, 14:24,  0.203,    0.685,Q
    ,20240407, 20:24,  0.110,    0.189,Q
    ,20240501, 09:12,  0.070,    0.096,Q
    ,20240603, 17:12,  0.033,    0.030,Q
    ,20240722, 14:12,  0.029,    0.024,Q
    ,20240805, 04:24,  0.022,    0.015,Q
    ,20240904, 09:48,  0.077,    0.111,Q
2025,20241021, 00:12,  0.125,    0.228,Q
    ,20241114, 19:24,  0.131,    0.244,Q
    ,20241220, 00:24,  0.191,    0.584,Q
    ,20250122, 12:48,  0.267,    1.359,Q
    ,20250226, 14:12,  0.259,    1.262,Q
    ,20250313, 23:00,  0.688,   13.199,Q
    ,20250416, 04:00,  0.401,    3.484,Q
    ,20250501, 00:00,  0.206,    0.712,Q
    ,20250610, 02:00,  0.163,    0.378,Q
    ,20250706, 15:12,  0.087,    0.133,Q
    ,20250818, 06:48,  0.030,    0.025,Q
    ,20250917, 06:24,  0.122,    0.220,Q
2026,20251020, 16:12,  0.111,    0.191,Q
    ,20251117, 00:36,  0.211,    0.757,Q
    ,20251210, 00:36,  0.653,   11.509,Q
    ,20260101, 07:12,  0.209,    0.739,Q
    ,20260215, 10:24,  0.120,    0.215,Q
    ,20260301, 00:00,  0.081,    0.120,Q
    ,20260401, 00:00,  0.081,    0.120,Q
    ,20260501, 00:00,  0.081,    0.120,Q
    ,20260601, 00:00,  0.081,    0.120,Q
    ,20260701, 00:00,  0.081,    0.120,M


Explanation of codes:

$ ...  Gauge Plate Readings
< ...  Less than
> ...  Greater than
M ...  Missing Data
Q ...  Data Not Audited
Z ...  No info for stage/disch determination
